,Cow,Date,Body Weight (kg),Daily Hay Dry matter (kg),hay intake fresh
68,Cow 2,2022-01-09,381.2936844841932,12.175796225736466,60.10621036000909
69,Cow 2,2022-01-10,592.5805142439067,28.727245311040598,48.23839428407671
70,Cow 2,2022-01-11,442.047416941583,10.278924587557064,57.199385027973015
71,Cow 2,2022-01-12,400.1911236626712,24.691286250473844,42.506804779481996
72,Cow 2,2022-01-13,396.0427193428471,7.306068264525932,62.41722710538596
73,Cow 2,2022-01-14,372.3480483271942,19.1659117273935,65.66810963398302
74,Cow 2,2022-01-15,405.4791871076764,21.142606044420212,49.987891582756674
75,Cow 2,2022-01-16,497.12877591782745,23.94608889781983,35.78693347006252
76,Cow 2,2022-01-17,520.7231405629612,19.747467623569083,51.42950735003784
77,Cow 2,2022-01-18,467.013048213649,26.28098276374555,50.31083068055227
78,Cow 2,2022-01-19,410.2040544013606,17.906505653696566,64.99475283107935
79,Cow 2,2022-01-20,547.5139659458298,25.453158695281765,58.11653032796092
80,Cow 2,2022-01-21,297.21623180436643,18.713936911945755,50.95297714220092
81,Cow 2,2022-01-22,544.8887786646086,13.451561694694675,49.68670633144283
82,Cow 2,2022-01-23,415.3050812052811,20.47770549347357,50.379686760251886
83,Cow 2,2022-01-24,361.6324201984174,21.212359776660847,49.13131956046366
84,Cow 2,2022-01-25,447.7573803868421,18.001463823375225,64.10219106117806
85,Cow 2,2022-01-26,596.515252512365,18.451125370532928,58.23096945626102
86,Cow 2,2022-01-27,393.54859407375216,24.351256720300015,41.38994337052503
87,Cow 2,2022-01-28,483.83775810545296,16.81047841039527,60.72055456123535
88,Cow 2,2022-01-29,535.98229426172,25.277195620042946,64.7715522937279
89,Cow 2,2022-01-30,410.6898383036201,24.39535744458808,40.35203463515208
90,Cow 2,2022-01-31,359.1779485992991,21.12957570945863,34.17031088195179
91,Cow 2,2022-02-01,503.5236268356431,21.31455544625112,43.703828152376445
92,Cow 2,2022-02-02,454.26409735928803,22.55105876646041,44.85361262979433
93,Cow 2,2022-02-03,457.35574083418527,17.88553115091538,58.84235326688393
94,Cow 2,2022-02-04,529.56304316147,22.736198410164516,43.998090492925606
95,Cow 2,2022-02-05,470.20272895592046,12.902330492099011,49.24924252813212
96,Cow 2,2022-02-06,485.1442771788924,25.4591962614642,53.63675756977255
97,Cow 2,2022-02-07,562.1680925338286,15.00944696246105,53.24719842726915
98,Cow 2,2022-02-08,386.9450427655074,23.131640056786726,52.74218440888722
99,Cow 2,2022-02-09,505.1682416064292,18.743995591229112,60.39506344332962
100,Cow 2,2022-02-10,483.4822430936688,21.70043559841701,57.07571512689909
101,Cow 2,2022-02-11,398.1972063460208,14.43683129513096,50.93332918518306
102,Cow 2,2022-02-12,459.14503525865797,18.68611930570926,74.20510223458156
103,Cow 2,2022-02-13,484.36755195409796,20.011919876702834,66.92081895111124
104,Cow 2,2022-02-14,427.12208765704275,26.69198497015006,60.53663226923956
105,Cow 2,2022-02-15,229.42792848285248,25.657334139789814,36.750594784021686
106,Cow 2,2022-02-16,539.9455289139154,14.164062746852094,61.81618668095371
107,Cow 2,2022-02-17,502.2159006446851,11.662786694390118,38.96491317550818
108,Cow 2,2022-02-18,443.31195589247795,16.304817862622407,59.394256383309894
109,Cow 2,2022-02-19,330.08725830571484,18.1691194995786,46.81022097978571
110,Cow 2,2022-02-20,494.42291587435466,21.203203959679676,66.88377309633596
111,Cow 2,2022-02-21,391.00756489904745,22.84686982678765,37.43170440876747
112,Cow 2,2022-02-22,561.6191499428561,27.922675609254473,42.783515822588384
113,Cow 2,2022-02-23,705.0809091259778,27.012828670298397,32.413301562142316
114,Cow 2,2022-02-24,461.7932836540187,13.091662455680638,48.43710271556362
115,Cow 2,2022-02-25,540.4501767534689,22.970974397113967,44.553308838494765
116,Cow 2,2022-02-26,485.32677236853186,22.392724750833317,54.45035729947916
117,Cow 2,2022-02-27,381.87025108769626,21.616631120812993,39.31301544853076
118,Cow 2,2022-02-28,610.3572642663433,15.889197249830026,50.57034597765846
119,Cow 2,2022-03-01,440.11166241780217,22.042710927020067,46.44944260046794
120,Cow 3,2022-01-01,494.48105380669125,18.382240679292885,45.484759029740175
121,Cow 3,2022-01-02,316.03144860729407,20.278946476445093,44.19144732176511
122,Cow 3,2022-01-03,678.0480245794256,35.44613639268167,57.19388890843386
123,Cow 3,2022-01-04,499.8091069541118,15.582222663707672,62.03294598585559
124,Cow 3,2022-01-05,528.3406194345695,17.179644967975467,55.216722389789965
125,Cow 3,2022-01-06,435.214375372636,11.197859957739544,45.57000219798244
126,Cow 3,2022-01-07,421.7144667605792,15.687092434896861,68.82750642813757
127,Cow 3,2022-01-08,652.4438283881426,30.37805649089178,50.932318853684784
128,Cow 3,2022-01-09,416.9511490652128,26.479317713432142,31.024724823374545
129,Cow 3,2022-01-10,458.75593798416975,27.65337697069141,40.75570803905048
130,Cow 3,2022-01-11,545.1294606740914,18.86397976474254,54.97195095167035
131,Cow 3,2022-01-12,435.6867992459838,15.853962890131747,38.38060030900698
132,Cow 3,2022-01-13,121.39404204174781,19.420670675126154,56.84089223120011
133,Cow 3,2022-01-14,271.4939094257733,14.313005872135758,53.779888877723536
134,Cow 3,2022-01-15,546.5953553147394,26.978672924397056,51.46466310383068
135,Cow 3,2022-01-16,333.31855608336446,18.52554802360223,46.21263914777807
136,Cow 3,2022-01-17,474.4220128827418,14.47042039770402,52.11286609529603
137,Cow 3,2022-01-18,421.6399332085304,24.897438005438403,47.12210546396232
138,Cow 3,2022-01-19,400.6235895648356,13.743353775478361,51.34067463012301
139,Cow 3,2022-01-20,166.87617045285805,15.468506815989247,52.93587312912766
140,Cow 3,2022-01-21,145.17834095306847,17.020445722295936,66.19664903213973
141,Cow 3,2022-01-22,352.85450206033147,17.41892138153055,56.00837140309926
142,Cow 3,2022-01-23,621.6900146258821,18.694967013067043,38.66320830217887
143,Cow 3,2022-01-24,389.40272036086526,12.89765446412607,48.71750485546857
144,Cow 3,2022-01-25,530.348687942019,23.464744466024214,45.99047002718076
145,Cow 3,2022-01-26,438.2880199175249,23.039972042376164,41.928115604495034
146,Cow 3,2022-01-27,581.3005367055488,15.648094311715585,51.198101842141405
147,Cow 3,2022-01-28,414.07037718658523,25.843929851452828,46.7067778706197
148,Cow 3,2022-01-29,500.4889994861541,24.807590312848973,61.66972272910047
149,Cow 3,2022-01-30,391.744565514829,17.00793242948445,41.262420501652244
150,Cow 3,2022-01-31,496.894816963406,21.665413091997095,55.64236056190137
151,Cow 3,2022-02-01,501.5855194053294,22.987387937913006,41.35286557249955
152,Cow 3,2022-02-02,354.7853140754512,16.83074641973073,31.3164831805462
153,Cow 3,2022-02-03,295.44260127520516,15.006635440755439,42.72151602331253
154,Cow 3,2022-02-04,485.4471480380948,23.438483860545883,38.24920651907744
155,Cow 3,2022-02-05,390.9865236261639,29.331987640702593,34.43589798909687
156,Cow 3,2022-02-06,442.0863786293784,21.39368777265937,48.61282860865526
157,Cow 3,2022-02-07,621.5479848615215,16.980201349521295,54.05642594008475
158,Cow 3,2022-02-08,440.255741372004,22.221980596405572,43.23948272663321
159,Cow 3,2022-02-09,503.24757066330454,22.326797763023475,56.09433635358521
160,Cow 3,2022-02-10,488.2552066649956,11.200424021533513,37.730625663885185
161,Cow 3,2022-02-11,655.1541598520896,18.383636677714748,64.48914940780575
162,Cow 3,2022-02-12,470.42458368808076,19.55179312363397,59.8879996659671
163,Cow 3,2022-02-13,456.85509344241916,13.995940705352364,59.590099911875456
164,Cow 3,2022-02-14,376.3417380341855,27.647113790882333,46.79821814324941
165,Cow 3,2022-02-15,456.25545949663046,26.12867092289774,46.34500818615108
166,Cow 3,2022-02-16,472.51933231896163,18.548902959816864,38.62563135927907
167,Cow 3,2022-02-17,437.6307849532006,24.736474353667482,54.16549631446712
168,Cow 3,2022-02-18,623.5179016379884,13.470515573371955,18.38920879143047
169,Cow 3,2022-02-19,389.66922828008114,23.99460825242675,46.464879659615995
170,Cow 3,2022-02-20,473.6098029214946,24.56385893225597,44.37507869524871
171,Cow 3,2022-02-21,341.14105714267527,18.58406468700147,54.214335851148554
172,Cow 3,2022-02-22,528.2212617871204,27.726100624650517,50.964178328534246
173,Cow 3,2022-02-23,461.0054479489454,24.83998188126166,40.95025801807779
174,Cow 3,2022-02-24,421.0707667460995,22.121333919528773,45.042374764105176
175,Cow 3,2022-02-25,503.55958755926736,25.509786695861237,52.806226977118826
176,Cow 3,2022-02-26,428.7667087792652,25.05281181817662,52.331176125936125
177,Cow 3,2022-02-27,563.2138974446484,25.726562586068635,57.19170878356249
178,Cow 3,2022-02-28,469.6037168634127,15.293843452143953,50.51097675113562
179,Cow 3,2022-03-01,455.03114966905906,16.598934403601145,19.6511332074674
180,Cow 4,2022-01-01,704.1585909829648,17.307411868574217,42.10267412550856
181,Cow 4,2022-01-02,422.5661181805335,10.072883086936143,53.29188595151955
182,Cow 4,2022-01-03,467.80875014255423,24.767227736904672,47.350222446335934
183,Cow 4,2022-01-04,411.8252695374865,18.113858980264396,47.377720775217355
184,Cow 4,2022-01-05,554.6167313333076,15.468272025678239,46.22631019245559
185,Cow 4,2022-01-06,530.9267422825931,20.31796538854679,34.53919396007667
186,Cow 4,2022-01-07,292.6432362428062,14.388240639646057,62.03202266381581
187,Cow 4,2022-01-08,398.1504037044082,21.175258055199205,41.013872043382506
188,Cow 4,2022-01-09,488.79634643177553,24.00651089604788,57.71938590894689
189,Cow 4,2022-01-10,464.4959100862067,26.454663327160652,55.255361629520635
190,Cow 4,2022-01-11,300.30012244801014,15.32753897929912,40.135375196339155
191,Cow 4,2022-01-12,354.1376833915733,24.148233529276048,51.08902463848951
192,Cow 4,2022-01-13,514.0204957305308,28.232219362853982,40.56409200893725
193,Cow 4,2022-01-14,385.60956793559944,17.57093647735575,47.28969423026441
194,Cow 4,2022-01-15,392.04411969653165,17.415872265412542,48.678692988276936
195,Cow 4,2022-01-16,427.8362504414324,28.15377547944043,54.712266556784996
196,Cow 4,2022-01-17,414.2218436551657,27.84703919567947,47.82476559793542
197,Cow 4,2022-01-18,470.56397401961954,19.19906190530334,42.39979263874794
198,Cow 4,2022-01-19,424.5147457267745,26.080066348636674,33.091107667817994
199,Cow 4,2022-01-20,362.62272962771107,19.42378188865227,56.392522623763554
200,Cow 4,2022-01-21,435.4072212221679,19.3602762264887,41.533153212757874
201,Cow 4,2022-01-22,500.01967909206473,22.6321002015151,47.43991782758644
202,Cow 4,2022-01-23,296.22892999393,21.30132474033246,45.790794774347745
203,Cow 4,2022-01-24,591.9589443152229,16.899908802196215,70.34493763440264
204,Cow 4,2022-01-25,403.4379613085045,12.619760860087688,45.33623960522339
205,Cow 4,2022-01-26,337.7445389460186,13.774548947085758,38.060617549270894
206,Cow 4,2022-01-27,527.5758680623983,22.748828632178935,35.74098432054935
207,Cow 4,2022-01-28,481.0257976878619,15.390432783206386,46.51917152535239
208,Cow 4,2022-01-29,483.2951191632151,16.086632375333878,54.82232949100558
209,Cow 4,2022-01-30,483.42813118093403,21.141658231610208,45.28602762465986
210,Cow 4,2022-01-31,557.3773677683538,24.01411652168151,47.62094188421992
211,Cow 4,2022-02-01,554.9733156194613,15.6692661877231,50.13833315741788
212,Cow 4,2022-02-02,493.72673492377476,8.690339572148648,58.1503426318794
213,Cow 4,2022-02-03,414.09134458009294,15.758419148026638,53.95520702066529
214,Cow 4,2022-02-04,490.17272291510926,27.861389882596427,50.27025962617315
215,Cow 4,2022-02-05,317.0568136829314,20.35024630724133,62.650698055858776
216,Cow 4,2022-02-06,448.6343963004082,30.7149626476997,45.606938589182505
217,Cow 4,2022-02-07,304.5833999243024,19.881961320752463,38.022740912445364
218,Cow 4,2022-02-08,503.92510509723513,7.221132230972863,28.053662647706172
219,Cow 4,2022-02-09,345.4910230169896,12.593304920284742,36.29479239978726
220,Cow 4,2022-02-10,471.35745647080734,17.197773820767225,71.97489152127658
221,Cow 4,2022-02-11,448.9934717615638,17.779993796882057,54.16527583795743
222,Cow 4,2022-02-12,476.7067214488278,26.48387375659019,60.24040888965393
223,Cow 4,2022-02-13,573.8637859044482,22.727911143515367,40.5181236429602
224,Cow 4,2022-02-14,370.1344180573774,11.89267172607875,20.867629653021964
225,Cow 4,2022-02-15,473.92693729812726,16.622320039585986,34.51837803781264
226,Cow 4,2022-02-16,676.5308445996764,16.98965825618056,40.52146890857686
227,Cow 4,2022-02-17,387.1831686857494,25.02773076130289,61.00890407820876
228,Cow 4,2022-02-18,507.3108402761004,20.171123069722032,45.281215933866896
229,Cow 4,2022-02-19,412.3281994042262,21.93686653786376,58.013909551904064
230,Cow 4,2022-02-20,493.30390042153044,21.26319329948263,57.16919136799922
231,Cow 4,2022-02-21,455.86583348909903,9.949999706318875,51.59124087973659
232,Cow 4,2022-02-22,312.6804651438731,17.726818709050896,64.82585063418287
233,Cow 4,2022-02-23,499.4256095334974,17.960771221987336,59.026908463475465
234,Cow 4,2022-02-24,479.1849144002301,22.36732318009232,35.518905946191964
235,Cow 4,2022-02-25,434.5703216993174,21.12610673102626,46.782011917694554
236,Cow 4,2022-02-26,449.41081556007896,22.942965480575065,54.36288637014553
237,Cow 4,2022-02-27,480.6017395744238,20.47654725819712,38.87318569843086
238,Cow 4,2022-02-28,432.6586863157476,12.78060145041384,37.83840199216301
239,Cow 4,2022-03-01,399.303476701389,19.8893044234292,46.394879181807454
240,Cow 5,2022-01-01,596.8647219484699,24.36552621719713,60.299491792742565
241,Cow 5,2022-01-02,506.4825734590809,23.906998072240796,51.05687862958823
242,Cow 5,2022-01-03,428.3317397494208,27.784532441599683,58.48903580586082
243,Cow 5,2022-01-04,394.6560652253727,7.5672599741757445,43.49083326049966
244,Cow 5,2022-01-05,648.0915968158258,18.698093237099535,37.1060685933143
245,Cow 5,2022-01-06,409.6910827323545,19.56276825213117,57.437483109388616
246,Cow 5,2022-01-07,376.881085654965,12.782393192694938,58.42435019550017
247,Cow 5,2022-01-08,307.60092546299006,19.993903566585676,46.33989847489326
248,Cow 5,2022-01-09,499.5916984204232,29.332217351090804,69.25602392025289
249,Cow 5,2022-01-10,426.27499955146,18.92904447742247,48.607469075762836
250,Cow 5,2022-01-11,575.4312327959578,22.734433339624648,57.0027426472446
251,Cow 5,2022-01-12,493.8804723939577,18.40853227456414,31.067274401703845
252,Cow 5,2022-01-13,468.4007837656084,14.819409284051979,50.052955996490745
253,Cow 5,2022-01-14,452.7362481150729,22.506067422429563,35.31511532589053
254,Cow 5,2022-01-15,414.0018375769909,21.12409402531456,41.0105976723586
255,Cow 5,2022-01-16,516.8752480301739,26.533685661623906,46.981536577727866
256,Cow 5,2022-01-17,445.68737048723966,28.13742383586743,45.69644969837833
257,Cow 5,2022-01-18,232.63814984098593,19.111615103033774,44.67995612653787
258,Cow 5,2022-01-19,447.1327045464222,25.52499723408607,44.337452522863366
259,Cow 5,2022-01-20,368.6049080485539,25.391731564590643,51.81409787142977
260,Cow 5,2022-01-21,348.01978417917553,18.802215367843267,56.64301373628578
261,Cow 5,2022-01-22,581.5407438693251,21.053013902347846,66.11935549202842
262,Cow 5,2022-01-23,408.94397574230703,25.833198161452366,62.27399383870268
263,Cow 5,2022-01-24,669.6652170973583,16.433032663627927,37.4106397599157
264,Cow 5,2022-01-25,387.19733497173047,13.151428205110042,45.5277076661164
265,Cow 5,2022-01-26,399.63963966919414,15.543658336970196,53.56154800266143
266,Cow 5,2022-01-27,453.8330322441736,31.30990788854863,30.390285647493908
267,Cow 5,2022-01-28,486.73750281456597,19.704506520086053,58.62934179064811
268,Cow 5,2022-01-29,460.66556001706977,19.538535819740552,50.55032671415173
269,Cow 5,2022-01-30,477.78451763962494,21.39283401548077,39.30468855923404
270,Cow 5,2022-01-31,505.6100449814688,22.54945225669187,53.74232801379355
271,Cow 5,2022-02-01,371.3764518049405,16.17962245775391,36.038344738947345
272,Cow 5,2022-02-02,495.11845494511067,17.61617770923315,62.41404349067645
273,Cow 5,2022-02-03,567.9087145459341,15.909488974180551,38.65481309697392
274,Cow 5,2022-02-04,492.57993030165846,17.161544102546852,54.93896127178096
275,Cow 5,2022-02-05,363.639578236461,23.700475496819585,49.14827153945742
276,Cow 5,2022-02-06,445.3240917079751,20.156397885808826,31.872056586316365
277,Cow 5,2022-02-07,374.52044198341196,13.265126815621048,37.517196998906094
278,Cow 5,2022-02-08,421.17067551733885,16.626527393551275,44.780617098746575
279,Cow 5,2022-02-09,415.82858352448875,22.014576531566455,48.1668257542544
280,Cow 5,2022-02-10,480.21702788881777,23.377988695650536,35.01221438113355
281,Cow 5,2022-02-11,627.1191294187456,21.568969686834006,58.22074265167312
282,Cow 5,2022-02-12,476.8651148879211,19.445396193941622,52.86898813653039
283,Cow 5,2022-02-13,417.22145699047144,21.532606265910154,43.709455533575046
284,Cow 5,2022-02-14,569.3057878413929,25.414476749891563,52.93543147688088
285,Cow 5,2022-02-15,290.6728051664678,22.320531580529444,36.22146194029541
286,Cow 5,2022-02-16,444.0047178134467,11.799884816825148,67.61212674712067
287,Cow 5,2022-02-17,530.9477143094642,15.273656777066371,59.94938509899211
288,Cow 5,2022-02-18,283.4651038222106,11.518371428129603,37.52237621755899
289,Cow 5,2022-02-19,110.8086527571802,22.517084628073725,67.02559164121037
290,Cow 5,2022-02-20,512.0883547793547,10.267916396702198,53.200666276027775
291,Cow 5,2022-02-21,622.5083367266577,23.233732098498383,61.84899931296747
292,Cow 5,2022-02-22,451.1915899817963,16.439671391598637,68.35071220014072
293,Cow 5,2022-02-23,463.1993358294194,31.76676668528187,44.50801376185292
294,Cow 5,2022-02-24,510.3888363122418,16.406407105405844,43.27388297849773
295,Cow 5,2022-02-25,609.7887683180813,14.139120057708539,61.719562027149635
296,Cow 5,2022-02-26,412.80270775184647,26.60798107276765,45.39685788885981
297,Cow 5,2022-02-27,418.0065529180636,12.505346842255948,45.61973352724549
298,Cow 5,2022-02-28,371.3038444115813,23.48384416925415,56.03032211739105
299,Cow 5,2022-03-01,394.732336164984,23.203928286313793,52.69633943359466
300,Cow 6,2022-01-01,534.6180155089658,11.912538411720522,56.77635196560498
301,Cow 6,2022-01-02,519.2482160193753,17.749037199764025,48.39519789558631
302,Cow 6,2022-01-03,539.6939243871742,21.565562041273203,32.163756355681514
303,Cow 6,2022-01-04,473.72579431554567,15.258700722851806,58.99472647675697
304,Cow 6,2022-01-05,307.1885555264142,17.454625498967275,55.36349057874047
305,Cow 6,2022-01-06,456.99790451796525,13.295086016745046,51.42649947033198
306,Cow 6,2022-01-07,425.6802441925964,22.92295196614685,51.19148554529301
307,Cow 6,2022-01-08,217.41551182122953,18.22036588239327,37.255742399257976
308,Cow 6,2022-01-09,599.0587155221099,26.496191943953256,39.64297243288542
309,Cow 6,2022-01-10,584.2401484510675,16.878094642723326,25.96572660424419
310,Cow 6,2022-01-11,511.94773170827153,20.77572196601182,46.420403641319275
311,Cow 6,2022-01-12,349.36055534765904,23.799043210855345,45.419213993400255
312,Cow 6,2022-01-13,514.2934933335414,15.560790663630648,68.49546370179527
313,Cow 6,2022-01-14,378.8212513263382,23.791160439841253,29.088343520644074
314,Cow 6,2022-01-15,511.4416847501028,13.437353058147805,51.87673509025841
315,Cow 6,2022-01-16,413.10784433986476,7.336647108498749,47.944193631737605
316,Cow 6,2022-01-17,630.6114378149937,15.852452972597549,59.07604408142341
317,Cow 6,2022-01-18,371.86376358323116,19.11441173259034,51.661408150419724
318,Cow 6,2022-01-19,514.5769702269886,15.900099549006415,27.371088256577107
319,Cow 6,2022-01-20,540.8858098340207,17.034721397867166,44.4081693695567
320,Cow 6,2022-01-21,400.4236538012561,18.0458137612927,57.762144721516535
321,Cow 6,2022-01-22,562.8775025530267,23.69096805527374,57.43963257871208
322,Cow 6,2022-01-23,514.3890656974531,20.945810192827576,39.42512744334717
323,Cow 6,2022-01-24,332.1728222733829,9.255606738522193,44.92175947997814
324,Cow 6,2022-01-25,399.0485847136589,19.307613578650972,42.390134611510945
325,Cow 6,2022-01-26,468.9545953833267,8.975738262003425,61.43287977067672
326,Cow 6,2022-01-27,505.9188200840263,25.843583260978377,45.13926176568108
327,Cow 6,2022-01-28,441.44238870061673,21.558673160512388,62.00864017447529
328,Cow 6,2022-01-29,495.15333085411,15.465883099438352,54.67493769935472
329,Cow 6,2022-01-30,352.14381322244014,15.49334955850594,49.35768377149803
330,Cow 6,2022-01-31,496.55752031378984,25.034683450762092,51.22602442999054
331,Cow 6,2022-02-01,331.68103783376745,20.888033529193436,43.238421658581885
332,Cow 6,2022-02-02,382.320759964578,14.492445454590246,46.93756672333887
333,Cow 6,2022-02-03,455.0852577655131,13.72242897571277,52.919039903451846
334,Cow 6,2022-02-04,574.648235106074,21.607926854929122,45.67204197302286
335,Cow 6,2022-02-05,304.9206381568465,15.561100897636535,55.81917872217473
336,Cow 6,2022-02-06,373.6140950439016,20.463153822513092,50.80924833836574
337,Cow 6,2022-02-07,472.64870277032355,13.35307253419163,53.12714472231456
338,Cow 6,2022-02-08,524.0755403878213,18.376377358863202,27.172669048241463
339,Cow 6,2022-02-09,333.58269184478047,26.927219347289196,62.96575224869749
340,Cow 6,2022-02-10,420.1113950161778,15.838727471757668,48.006498076938485
341,Cow 6,2022-02-11,594.3509474865189,17.013505620368253,52.4556153538903
342,Cow 6,2022-02-12,503.31307309727924,20.167038482860182,49.157628217831096
343,Cow 6,2022-02-13,592.944627514548,25.973678205686344,45.222479664715024
344,Cow 6,2022-02-14,432.61803675591744,23.285326449528206,60.340105300459626
345,Cow 6,2022-02-15,473.2184210826212,27.060599658288734,55.72432990697014
346,Cow 6,2022-02-16,571.2952011604358,13.67041865200264,61.16221396415875
347,Cow 6,2022-02-17,199.8581407067632,21.65940714672709,40.689008177756136
348,Cow 6,2022-02-18,400.19661845984757,16.245477615819194,51.63045407507328
349,Cow 6,2022-02-19,386.9604577753524,20.82867644600454,41.83701285172373
350,Cow 6,2022-02-20,524.1120882280441,16.354608933908914,58.245457653696135
351,Cow 6,2022-02-21,425.1849442816214,23.044600359982926,57.676367368075525
352,Cow 6,2022-02-22,565.4595755435349,19.501866902462517,40.955180534321194
353,Cow 6,2022-02-23,370.1844859424884,23.89159170261006,58.73612843773134
354,Cow 6,2022-02-24,423.94986723165135,20.58936482382089,45.33155435180302
355,Cow 6,2022-02-25,549.8245599756374,17.03407519197197,40.99465100995675
356,Cow 6,2022-02-26,528.1742985164394,13.332955431135687,55.89507180000447
